"url","Image","Image_alt","Image_link","Overviewtop link","Overviewtop link_link","Absmiddle image","Absmiddle image_alt","Certruntime value 1","Certruntime value 3","Certruntime value 4","Certruntime value 5","Certruntime value 6","Metascoreno content","Outline description","Director link","Director link_link","Stars","Stars_link","Stars (1)","Stars (1)_link","Stars (2)","Stars (2)_link","Stars (3)","Stars (3)_link"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTQ4NjUxMjg1MV5BMl5BanBnXkFtZTgwMTY3ODQ3ODE@._V1_UX140_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTQ4NjUxMjg1MV5BMl5BanBnXkFtZTgwMTY3ODQ3ODE@._V1_UX140_CR0,0,140,209_AL_.jpg","Snowden (2016) Poster; Snowden (2016) Poster","http://www.imdb.com/title/tt3774114/?ref_=cs_ov_i; http://www.imdb.com/title/tt3774114/?ref_=cs_ov_i","Snowden (2016)","http://www.imdb.com/title/tt3774114/?ref_=cs_ov_tt","","",,"Biography","Drama","Thriller",,,"NSA employee Edward Snowden leaks thousands of classified documents to the press.","Oliver Stone","http://www.imdb.com/name/nm0000231/?ref_=cs_ov_nm","Shailene Woodley","http://www.imdb.com/name/nm0940362/?ref_=cs_ov_nm","Scott Eastwood","http://www.imdb.com/name/nm2207222/?ref_=cs_ov_nm","Nicolas Cage","http://www.imdb.com/name/nm0000115/?ref_=cs_ov_nm","Joseph Gordon-Levitt","http://www.imdb.com/name/nm0330687/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BODE0MTk5NTM1NV5BMl5BanBnXkFtZTgwMjk1OTc4ODE@._V1_UX140_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BODE0MTk5NTM1NV5BMl5BanBnXkFtZTgwMjk1OTc4ODE@._V1_UX140_CR0,0,140,209_AL_.jpg","Nerve (2016) Poster; Nerve (2016) Poster","http://www.imdb.com/title/tt3531824/?ref_=cs_ov_i; http://www.imdb.com/title/tt3531824/?ref_=cs_ov_i","Nerve (2016)","http://www.imdb.com/title/tt3531824/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13","96 min","Crime","Mystery","Thriller",,,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""","Henry Joost; Ariel Schulman","http://www.imdb.com/name/nm1160962/?ref_=cs_ov_nm; http://www.imdb.com/name/nm1413364/?ref_=cs_ov_nm","Samira Wiley","http://www.imdb.com/name/nm4148126/?ref_=cs_ov_nm","Kimiko Glenn","http://www.imdb.com/name/nm4733752/?ref_=cs_ov_nm","Juliette Lewis","http://www.imdb.com/name/nm0000496/?ref_=cs_ov_nm","Dave Franco","http://www.imdb.com/name/nm2002649/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMjE5MTM4OTA5Nl5BMl5BanBnXkFtZTgwMzM5Njg2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjE5MTM4OTA5Nl5BMl5BanBnXkFtZTgwMzM5Njg2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","The Magnificent Seven (2016) Poster; The Magnificent Seven (2016) Poster","http://www.imdb.com/title/tt2404435/?ref_=cs_ov_i; http://www.imdb.com/title/tt2404435/?ref_=cs_ov_i","The Magnificent Seven (2016)","http://www.imdb.com/title/tt2404435/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13",,"Action","Western",,,,"Seven gun men in the old west gradually come together to help a poor village against savage thieves.","Antoine Fuqua","http://www.imdb.com/name/nm0298807/?ref_=cs_ov_nm","Chris Pratt","http://www.imdb.com/name/nm0695435/?ref_=cs_ov_nm","Haley Bennett","http://www.imdb.com/name/nm2247245/?ref_=cs_ov_nm","Matt Bomer","http://www.imdb.com/name/nm0093589/?ref_=cs_ov_nm","Denzel Washington","http://www.imdb.com/name/nm0000243/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMWMwMjIwOTEtYWExZi00NjI1LTg2YmQtMzA5OGY1ZWEzNzcyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMWMwMjIwOTEtYWExZi00NjI1LTg2YmQtMzA5OGY1ZWEzNzcyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg","Storks (2016) Poster; Storks (2016) Poster","http://www.imdb.com/title/tt4624424/?ref_=cs_ov_i; http://www.imdb.com/title/tt4624424/?ref_=cs_ov_i","Storks (2016)","http://www.imdb.com/title/tt4624424/?ref_=cs_ov_tt","","",,"Animation","Comedy","Family",,,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.","Nicholas Stoller; Doug Sweetland","http://www.imdb.com/name/nm0831557/?ref_=cs_ov_nm; http://www.imdb.com/name/nm0842339/?ref_=cs_ov_nm","Andy Samberg","http://www.imdb.com/name/nm1676221/?ref_=cs_ov_nm","Jennifer Aniston","http://www.imdb.com/name/nm0000098/?ref_=cs_ov_nm","Ty Burrell","http://www.imdb.com/name/nm0123092/?ref_=cs_ov_nm","Kelsey Grammer","http://www.imdb.com/name/nm0001288/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMjE5MDI4Mjg5OV5BMl5BanBnXkFtZTgwNzc0OTU4ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjE5MDI4Mjg5OV5BMl5BanBnXkFtZTgwNzc0OTU4ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Queen of Katwe (2016) Poster; Queen of Katwe (2016) Poster","http://www.imdb.com/title/tt4341582/?ref_=cs_ov_i; http://www.imdb.com/title/tt4341582/?ref_=cs_ov_i","Queen of Katwe (2016)","http://www.imdb.com/title/tt4341582/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg-1313470000._CB271200721_.png","Certificate PG",,"Biography","Drama","Sport",,,"A young girl from Uganda trains to become a world chess champion.","Mira Nair","http://www.imdb.com/name/nm0619762/?ref_=cs_ov_nm","Lupita Nyong'o","http://www.imdb.com/name/nm2143282/?ref_=cs_ov_nm","David Oyelowo","http://www.imdb.com/name/nm0654648/?ref_=cs_ov_nm","Ntare Guma Mbaho Mwine","http://www.imdb.com/name/nm0616543/?ref_=cs_ov_nm","Madina Nalwanga","http://www.imdb.com/name/nm8136461/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTgwMzI2NjY5N15BMl5BanBnXkFtZTgwOTIwNTI5NzE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTgwMzI2NjY5N15BMl5BanBnXkFtZTgwOTIwNTI5NzE@._V1_UY209_CR0,0,140,209_AL_.jpg","Goat (2016) Poster; Goat (2016) Poster","http://www.imdb.com/title/tt4437216/?ref_=cs_ov_i; http://www.imdb.com/title/tt4437216/?ref_=cs_ov_i","Goat (2016)","http://www.imdb.com/title/tt4437216/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","96 min","Drama",,,,"Metascore: 69/100 (9 reviews); Metascore: 69/100 (9 reviews)","Reeling from a terrifying assault, a 19 year-old boy enrolls into college with his brother and pledges the same fraternity. What happens there, in the name of ""brotherhood"" tests the boy and his loyalty to his brother in brutal ways.","Andrew Neel","http://www.imdb.com/name/nm0624157/?ref_=cs_ov_nm","James Franco","http://www.imdb.com/name/nm0290556/?ref_=cs_ov_nm","Ben Schnetzer","http://www.imdb.com/name/nm3115493/?ref_=cs_ov_nm","Nick Jonas","http://www.imdb.com/name/nm2679917/?ref_=cs_ov_nm","Virginia Gardner","http://www.imdb.com/name/nm4722966/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTA1NDg2MzM5NDleQTJeQWpwZ15BbWU4MDA5OTg5MTkx._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTA1NDg2MzM5NDleQTJeQWpwZ15BbWU4MDA5OTg5MTkx._V1_UY209_CR0,0,140,209_AL_.jpg","Miss Peregrine's Home for Peculiar Children (2016) Poster; Miss Peregrine's Home for Peculiar Children (2016) Poster","http://www.imdb.com/title/tt1935859/?ref_=cs_ov_i; http://www.imdb.com/title/tt1935859/?ref_=cs_ov_i","Miss Peregrine's Home for Peculiar Children (2016)","http://www.imdb.com/title/tt1935859/?ref_=cs_ov_tt","","",,"Adventure","Fantasy",,,,"When Jacob discovers clues to a mystery that spans different worlds and times, he finds Miss Peregrine's Home for Peculiar Children. But the mystery and danger deepen as he gets to know the residents and learns about their special powers.","Tim Burton","http://www.imdb.com/name/nm0000318/?ref_=cs_ov_nm","Eva Green","http://www.imdb.com/name/nm1200692/?ref_=cs_ov_nm","Ella Purnell","http://www.imdb.com/name/nm3480246/?ref_=cs_ov_nm","Kim Dickens","http://www.imdb.com/name/nm0225332/?ref_=cs_ov_nm","Asa Butterfield","http://www.imdb.com/name/nm2633535/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTY2OTU1NDcyNV5BMl5BanBnXkFtZTgwNzQwNzEwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTY2OTU1NDcyNV5BMl5BanBnXkFtZTgwNzQwNzEwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Deepwater Horizon (2016) Poster; Deepwater Horizon (2016) Poster","http://www.imdb.com/title/tt1860357/?ref_=cs_ov_i; http://www.imdb.com/title/tt1860357/?ref_=cs_ov_i","Deepwater Horizon (2016)","http://www.imdb.com/title/tt1860357/?ref_=cs_ov_tt","","",,"Action","Drama","Thriller",,,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.","Peter Berg","http://www.imdb.com/name/nm0000916/?ref_=cs_ov_nm","Mark Wahlberg","http://www.imdb.com/name/nm0000242/?ref_=cs_ov_nm","Dylan O'Brien","http://www.imdb.com/name/nm3729721/?ref_=cs_ov_nm","Kate Hudson","http://www.imdb.com/name/nm0005028/?ref_=cs_ov_nm","Ethan Suplee","http://www.imdb.com/name/nm0839486/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/G/01/imdb/images/nopicture/140x209/film-4001654135._CB271193464_.png; http://ia.media-imdb.com/images/G/01/imdb/images/nopicture/140x209/film-4001654135._CB271193464_.png","The Edge of Seventeen (2016) Poster; The Edge of Seventeen (2016) Poster","http://www.imdb.com/title/tt1878870/?ref_=cs_ov_i; http://www.imdb.com/title/tt1878870/?ref_=cs_ov_i","The Edge of Seventeen (2016)","http://www.imdb.com/title/tt1878870/?ref_=cs_ov_tt","","",,"Comedy",,,,,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.","Kelly Fremon","http://www.imdb.com/name/nm2609807/?ref_=cs_ov_nm","Hailee Steinfeld","http://www.imdb.com/name/nm2794962/?ref_=cs_ov_nm","Woody Harrelson","http://www.imdb.com/name/nm0000437/?ref_=cs_ov_nm","Blake Jenner","http://www.imdb.com/name/nm4296357/?ref_=cs_ov_nm","Kyra Sedgwick","http://www.imdb.com/name/nm0001718/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_UY209_CR1,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_UY209_CR1,0,140,209_AL_.jpg","Masterminds (2016) Poster; Masterminds (2016) Poster","http://www.imdb.com/title/tt2461150/?ref_=cs_ov_i; http://www.imdb.com/title/tt2461150/?ref_=cs_ov_i","Masterminds (2016)","http://www.imdb.com/title/tt2461150/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13","94 min","Action","Comedy","Crime",,,"A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.","Jared Hess","http://www.imdb.com/name/nm0381478/?ref_=cs_ov_nm","Kate McKinnon","http://www.imdb.com/name/nm0571952/?ref_=cs_ov_nm","Kristen Wiig","http://www.imdb.com/name/nm1325419/?ref_=cs_ov_nm","Zach Galifianakis","http://www.imdb.com/name/nm0302108/?ref_=cs_ov_nm","Jason Sudeikis","http://www.imdb.com/name/nm0837177/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-09/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/G/01/imdb/images/nopicture/140x209/film-4001654135._CB271193464_.png; http://ia.media-imdb.com/images/G/01/imdb/images/nopicture/140x209/film-4001654135._CB271193464_.png","Delirium (2016) Poster; Delirium (2016) Poster","http://www.imdb.com/title/tt2069797/?ref_=cs_ov_i; http://www.imdb.com/title/tt2069797/?ref_=cs_ov_i","Delirium (2016)","http://www.imdb.com/title/tt2069797/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R",,"Horror","Thriller",,,,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.","Dennis Iliadis","http://www.imdb.com/name/nm1531934/?ref_=cs_ov_nm","Genesis Rodriguez","http://www.imdb.com/name/nm1270009/?ref_=cs_ov_nm","Topher Grace","http://www.imdb.com/name/nm0333410/?ref_=cs_ov_nm","Patricia Clarkson","http://www.imdb.com/name/nm0165101/?ref_=cs_ov_nm","Callan Mulvey","http://www.imdb.com/name/nm0612534/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_UX140_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_UX140_CR0,0,140,209_AL_.jpg","The Secret Life of Pets (2016) Poster; The Secret Life of Pets (2016) Poster","http://www.imdb.com/title/tt2709768/?ref_=cs_ov_i; http://www.imdb.com/title/tt2709768/?ref_=cs_ov_i","The Secret Life of Pets (2016)","http://www.imdb.com/title/tt2709768/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg-1313470000._CB271200721_.png","Certificate PG","90 min","Animation","Comedy","Family",,"Metascore: 63/100 (7 reviews); Metascore: 63/100 (7 reviews)","Taking place in a Manhattan apartment building, Max's life as a favorite pet is turned upside down, when his owner brings home a sloppy mongrel named Duke. They have to put their quarrels behind when they find out that an adorable white bunny named Snowball is building an army of lost pets determined to take revenge","Chris Renaud; Yarrow Cheney","http://www.imdb.com/name/nm0719208/?ref_=cs_ov_nm; http://www.imdb.com/name/nm0155528/?ref_=cs_ov_nm","Jenny Slate","http://www.imdb.com/name/nm2809577/?ref_=cs_ov_nm","Albert Brooks","http://www.imdb.com/name/nm0000983/?ref_=cs_ov_nm","Kevin Hart","http://www.imdb.com/name/nm0366389/?ref_=cs_ov_nm","Ellie Kemper","http://www.imdb.com/name/nm2608689/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjM4NDIxNzI5Nl5BMl5BanBnXkFtZTgwMTg4NTY5NzE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjM4NDIxNzI5Nl5BMl5BanBnXkFtZTgwMTg4NTY5NzE@._V1_UY209_CR0,0,140,209_AL_.jpg","Mike and Dave Need Wedding Dates (2016) Poster; Mike and Dave Need Wedding Dates (2016) Poster","http://www.imdb.com/title/tt2823054/?ref_=cs_ov_i; http://www.imdb.com/title/tt2823054/?ref_=cs_ov_i","Mike and Dave Need Wedding Dates (2016)","http://www.imdb.com/title/tt2823054/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","98 min","Comedy",,,,,"Two brothers place an online ad to find dates for a wedding and the ad goes viral.","Jake Szymanski","http://www.imdb.com/name/nm2021516/?ref_=cs_ov_nm","Aubrey Plaza","http://www.imdb.com/name/nm2201555/?ref_=cs_ov_nm","Anna Kendrick","http://www.imdb.com/name/nm0447695/?ref_=cs_ov_nm","Zac Efron","http://www.imdb.com/name/nm1374980/?ref_=cs_ov_nm","Adam Devine","http://www.imdb.com/name/nm2796745/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Captain Fantastic (2016) Poster; Captain Fantastic (2016) Poster","http://www.imdb.com/title/tt3553976/?ref_=cs_ov_i; http://www.imdb.com/title/tt3553976/?ref_=cs_ov_i","Captain Fantastic (2016)","http://www.imdb.com/title/tt3553976/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","118 min","Drama",,,,"Metascore: 67/100 (6 reviews); Metascore: 67/100 (6 reviews)","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.","Matt Ross","http://www.imdb.com/name/nm0743671/?ref_=cs_ov_nm","Viggo Mortensen","http://www.imdb.com/name/nm0001557/?ref_=cs_ov_nm","Frank Langella","http://www.imdb.com/name/nm0001449/?ref_=cs_ov_nm","Kathryn Hahn","http://www.imdb.com/name/nm1063517/?ref_=cs_ov_nm","George MacKay","http://www.imdb.com/name/nm1126657/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjE0MjYyMjQ4OF5BMl5BanBnXkFtZTgwMjk5ODI2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjE0MjYyMjQ4OF5BMl5BanBnXkFtZTgwMjk5ODI2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Our Little Sister (2015) Poster; Our Little Sister (2015) Poster","http://www.imdb.com/title/tt3756788/?ref_=cs_ov_i; http://www.imdb.com/title/tt3756788/?ref_=cs_ov_i","Our Little Sister (2015)","http://www.imdb.com/title/tt3756788/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg-1313470000._CB271200721_.png","Certificate PG","128 min","Comedy","Drama",,,"Metascore: 68/100 (8 reviews); Metascore: 68/100 (8 reviews)","A story that revolves around three sisters who live in their grandmother's home and the arrival of their thirteen-year-old half sister.","Hirokazu Koreeda","http://www.imdb.com/name/nm0466153/?ref_=cs_ov_nm","Haruka Ayase","http://www.imdb.com/name/nm1480573/?ref_=cs_ov_nm","Masami Nagasawa","http://www.imdb.com/name/nm0619178/?ref_=cs_ov_nm","Kaho","http://www.imdb.com/name/nm1949808/?ref_=cs_ov_nm","Suzu Hirose","http://www.imdb.com/name/nm5620173/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BNzAzODQ1NTk4OF5BMl5BanBnXkFtZTgwODIwOTIwODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BNzAzODQ1NTk4OF5BMl5BanBnXkFtZTgwODIwOTIwODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Ghostbusters (2016) Poster; Ghostbusters (2016) Poster","http://www.imdb.com/title/tt1289401/?ref_=cs_ov_i; http://www.imdb.com/title/tt1289401/?ref_=cs_ov_i","Ghostbusters (2016)","http://www.imdb.com/title/tt1289401/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13",,"Action","Comedy","Sci-Fi",,,"30 years after Ghostbusters took the world by storm, the beloved franchise makes its long-awaited return. Director Paul Feig brings his fresh take to the supernatural comedy, joined by some of the funniest actors working today.","Paul Feig","http://www.imdb.com/name/nm0082450/?ref_=cs_ov_nm","Melissa McCarthy","http://www.imdb.com/name/nm0565250/?ref_=cs_ov_nm","Kristen Wiig","http://www.imdb.com/name/nm1325419/?ref_=cs_ov_nm","Kate McKinnon","http://www.imdb.com/name/nm0571952/?ref_=cs_ov_nm","Leslie Jones","http://www.imdb.com/name/nm0428656/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_UY209_CR1,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_UY209_CR1,0,140,209_AL_.jpg","The Infiltrator (2016) Poster; The Infiltrator (2016) Poster","http://www.imdb.com/title/tt1355631/?ref_=cs_ov_i; http://www.imdb.com/title/tt1355631/?ref_=cs_ov_i","The Infiltrator (2016)","http://www.imdb.com/title/tt1355631/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R",,"Biography","Crime","Drama","Thriller",,"A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.","Brad Furman","http://www.imdb.com/name/nm1026778/?ref_=cs_ov_nm","Bryan Cranston","http://www.imdb.com/name/nm0186505/?ref_=cs_ov_nm","John Leguizamo","http://www.imdb.com/name/nm0000491/?ref_=cs_ov_nm","Diane Kruger","http://www.imdb.com/name/nm1208167/?ref_=cs_ov_nm","Amy Ryan","http://www.imdb.com/name/nm0752407/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTU0NzI0MzUyMV5BMl5BanBnXkFtZTgwMzc4MzkwOTE@._V1_UY209_CR1,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU0NzI0MzUyMV5BMl5BanBnXkFtZTgwMzc4MzkwOTE@._V1_UY209_CR1,0,140,209_AL_.jpg","Phantom Boy (2015) Poster; Phantom Boy (2015) Poster","http://www.imdb.com/title/tt1856057/?ref_=cs_ov_i; http://www.imdb.com/title/tt1856057/?ref_=cs_ov_i","Phantom Boy (2015)","http://www.imdb.com/title/tt1856057/?ref_=cs_ov_tt","","","84 min","Animation","Fantasy",,,,"A super-powered boy helps a wheelchair-bound policeman in his attempt to bring down a mob kingpin.","Jean-Loup Felicioli; Alain Gagnol","http://www.imdb.com/name/nm0271246/?ref_=cs_ov_nm; http://www.imdb.com/name/nm0300944/?ref_=cs_ov_nm","Edouard Baer","http://www.imdb.com/name/nm0046347/?ref_=cs_ov_nm","Jean-Pierre Marielle","http://www.imdb.com/name/nm0547339/?ref_=cs_ov_nm","Audrey Tautou","http://www.imdb.com/name/nm0851582/?ref_=cs_ov_nm","Jackie Berroyer","http://www.imdb.com/name/nm0077449/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTU0ODk1MTIxM15BMl5BanBnXkFtZTgwNTk3MTc5ODE@._V1_UX140_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU0ODk1MTIxM15BMl5BanBnXkFtZTgwNTk3MTc5ODE@._V1_UX140_CR0,0,140,209_AL_.jpg","Star Trek Beyond (2016) Poster; Star Trek Beyond (2016) Poster","http://www.imdb.com/title/tt2660888/?ref_=cs_ov_i; http://www.imdb.com/title/tt2660888/?ref_=cs_ov_i","Star Trek Beyond (2016)","http://www.imdb.com/title/tt2660888/?ref_=cs_ov_tt","","",,"Action","Adventure","Sci-Fi","Thriller",,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.","Justin Lin","http://www.imdb.com/name/nm0510912/?ref_=cs_ov_nm","Anton Yelchin","http://www.imdb.com/name/nm0947338/?ref_=cs_ov_nm","Zoe Saldana","http://www.imdb.com/name/nm0757855/?ref_=cs_ov_nm","Idris Elba","http://www.imdb.com/name/nm0252961/?ref_=cs_ov_nm","Chris Pine","http://www.imdb.com/name/nm1517976/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjQ1OTIzNjcxNV5BMl5BanBnXkFtZTgwMDIyODU4ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjQ1OTIzNjcxNV5BMl5BanBnXkFtZTgwMDIyODU4ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Ice Age: Collision Course (2016) Poster; Ice Age: Collision Course (2016) Poster","http://www.imdb.com/title/tt3416828/?ref_=cs_ov_i; http://www.imdb.com/title/tt3416828/?ref_=cs_ov_i","Ice Age: Collision Course (2016)","http://www.imdb.com/title/tt3416828/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg-1313470000._CB271200721_.png","Certificate PG","94 min","Animation","Adventure","Comedy","Family","Metascore: 44/100 (4 reviews); Metascore: 44/100 (4 reviews)","Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters.","Mike Thurmeier; Galen T. Chu","http://www.imdb.com/name/nm0862211/?ref_=cs_ov_nm; http://www.imdb.com/name/nm1154886/?ref_=cs_ov_nm","Melissa Rauch","http://www.imdb.com/name/nm1851981/?ref_=cs_ov_nm","Adam Devine","http://www.imdb.com/name/nm2796745/?ref_=cs_ov_nm","Jennifer Lopez","http://www.imdb.com/name/nm0000182/?ref_=cs_ov_nm","Simon Pegg","http://www.imdb.com/name/nm0670408/?ref_=cs_ov_nm"
